Id;CPU;Memory;Availability
69;19.283464;19.283464;0.38763067
70;18.758333;18.758333;0.3883766
71;18.244295;18.244295;0.38910067
72;17.74186;17.74186;0.38980278
73;17.25152;17.25152;0.39048272
74;16.773762;16.773762;0.39114034
75;16.309057;16.309057;0.3917755
76;15.857864;15.857864;0.39238796
77;15.420628;15.420628;0.39297765
78;14.997779;14.997779;0.39354444
79;14.589735;14.589735;0.3940881
80;14.1969;14.1969;0.39460856
81;13.81966;13.81966;0.39510566
82;13.458389;13.458389;0.3955793
83;13.113441;13.113441;0.39602938
84;12.78516;12.78516;0.39645576
85;12.473867;12.473867;0.39685833
86;12.179869;12.179869;0.397237
87;11.90346;11.90346;0.39759168
88;11.644907;11.644907;0.3979223
89;11.40447;11.40447;0.39822873
90;11.1823845;11.1823845;0.39851093
91;10.9788685;10.9788685;0.39876884
92;10.7941265;10.7941265;0.39900237
93;10.628336;10.628336;0.3992115
94;10.481665;10.481665;0.39939612
95;10.354256;10.354256;0.39955622
96;10.246233;10.246233;0.39969176
97;10.157705;10.157705;0.39980268
98;10.08876;10.08876;0.399889
99;10.039465;10.039465;0.39995068
100;10.009869;10.009869;0.39998767
101;10;10;0.4
102;10.009869;10.009869;0.39998767
103;10.039465;10.039465;0.39995068
104;10.08876;10.08876;0.399889
105;10.157705;10.157705;0.39980268
106;10.246233;10.246233;0.39969176
107;10.354256;10.354256;0.39955622
108;10.481665;10.481665;0.39939612
109;10.628336;10.628336;0.3992115
110;10.7941265;10.7941265;0.39900237
111;10.9788685;10.9788685;0.39876884
112;11.1823845;11.1823845;0.39851093
113;11.40447;11.40447;0.39822873
114;11.644907;11.644907;0.3979223
115;11.90346;11.90346;0.39759168
116;12.179869;12.179869;0.397237
117;12.473867;12.473867;0.39685833
118;12.78516;12.78516;0.39645576
119;13.113441;13.113441;0.39602938
120;13.458389;13.458389;0.3955793
121;13.81966;13.81966;0.39510566
122;14.1969;14.1969;0.39460856
123;14.589735;14.589735;0.3940881
124;14.997779;14.997779;0.39354444
125;15.420628;15.420628;0.39297765
126;15.857864;15.857864;0.39238796
127;16.309057;16.309057;0.3917755
128;16.773762;16.773762;0.39114034
129;17.25152;17.25152;0.39048272
130;17.74186;17.74186;0.38980278
131;18.244295;18.244295;0.38910067
132;18.758333;18.758333;0.3883766
133;19.283464;19.283464;0.38763067
134;19.819172;19.819172;0.38686317
135;20.364925;20.364925;0.38607422
136;20.920189;20.920189;0.38526404
137;21.484413;21.484413;0.3844328
138;22.057041;22.057041;0.38358074
139;22.637508;22.637508;0.38270807
140;23.22524;23.22524;0.381815
141;23.81966;23.81966;0.38090172
142;24.420177;24.420177;0.37996846
143;25.026203;25.026203;0.3790155
144;25.637135;25.637135;0.37804306
145;26.252373;26.252373;0.37705135
146;26.871311;26.871311;0.3760406
147;27.493336;27.493336;0.37501112
148;28.117834;28.117834;0.37396312
149;28.74419;28.74419;0.37289688
150;29.371784;29.371784;0.37181264
151;30;30;0.3707107
152;30.628216;30.628216;0.3695913
153;31.25581;31.25581;0.36845472
154;31.882166;31.882166;0.36730126
155;32.506664;32.506664;0.3661312
156;33.12869;33.12869;0.36494482
157;33.747627;33.747627;0.3637424
158;34.362865;34.362865;0.36252427
159;34.973797;34.973797;0.36129072
160;35.579823;35.579823;0.36004204
161;36.18034;36.18034;0.35877854
162;36.774757;36.774757;0.35750052
163;37.36249;37.36249;0.35620835
164;37.94296;37.94296;0.3549023
165;38.515587;38.515587;0.35358268
166;39.07981;39.07981;0.35224986
167;39.635075;39.635075;0.35090417
168;40.18083;40.18083;0.34954587
169;40.716537;40.716537;0.34817538
170;41.24167;41.24167;0.346793
171;41.755707;41.755707;0.34539905
172;42.25814;42.25814;0.34399393
173;42.74848;42.74848;0.34257793
174;43.22624;43.22624;0.34115145
175;43.69094;43.69094;0.3397148
176;44.142136;44.142136;0.33826834
177;44.579372;44.579372;0.33681247
178;45.00222;45.00222;0.3353475
179;45.410263;45.410263;0.3338738
180;45.8031;45.8031;0.33239174
181;46.18034;46.18034;0.3309017
182;46.54161;46.54161;0.32940406
183;46.88656;46.88656;0.32789913
184;47.21484;47.21484;0.32638732
185;47.52613;47.52613;0.324869
186;47.82013;47.82013;0.32334456
187;48.096542;48.096542;0.32181433
188;48.355095;48.355095;0.32027873
189;48.595528;48.595528;0.31873813
190;48.817616;48.817616;0.3171929
191;49.021133;49.021133;0.31564346
192;49.20587;49.20587;0.31409013
193;49.371666;49.371666;0.31253335
194;49.518333;49.518333;0.31097344
195;49.645744;49.645744;0.30941084
196;49.75377;49.75377;0.30784592
197;49.842293;49.842293;0.30627906
198;49.91124;49.91124;0.30471066
199;49.960533;49.960533;0.3031411
200;49.99013;49.99013;0.30157074
201;50;50;0.3
202;49.99013;49.99013;0.29842928
203;49.960533;49.960533;0.29685894
204;49.91124;49.91124;0.29528937
205;49.842293;49.842293;0.29372096
206;49.75377;49.75377;0.2921541
207;49.645744;49.645744;0.29058918
208;49.518333;49.518333;0.2890266
209;49.371666;49.371666;0.28746668
210;49.20587;49.20587;0.2859099
211;49.021133;49.021133;0.28435656
212;48.817616;48.817616;0.2828071
213;48.595528;48.595528;0.2812619
214;48.355095;48.355095;0.2797213
215;48.096542;48.096542;0.2781857
216;47.82013;47.82013;0.27665547
217;47.52613;47.52613;0.27513102
218;47.21484;47.21484;0.2736127
219;46.88656;46.88656;0.2721009
220;46.54161;46.54161;0.27059597
221;46.18034;46.18034;0.2690983
222;45.8031;45.8031;0.26760828
223;45.410263;45.410263;0.26612622
224;45.00222;45.00222;0.26465252
225;44.579372;44.579372;0.26318756
226;44.142136;44.142136;0.26173168
227;43.69094;43.69094;0.26028523
228;43.22624;43.22624;0.25884858
229;42.74848;42.74848;0.2574221
230;42.25814;42.25814;0.2560061
231;41.755707;41.755707;0.25460097
232;41.24167;41.24167;0.25320703
233;40.716537;40.716537;0.25182465
234;40.18083;40.18083;0.25045416
235;39.635075;39.635075;0.24909587
236;39.07981;39.07981;0.24775016
237;38.515587;38.515587;0.24641733
238;37.94296;37.94296;0.24509773
239;37.36249;37.36249;0.24379167
240;36.774757;36.774757;0.24249949
241;36.18034;36.18034;0.24122149
242;35.579823;35.579823;0.23995799
243;34.973797;34.973797;0.2387093
244;34.362865;34.362865;0.23747575
245;33.747627;33.747627;0.23625761
246;33.12869;33.12869;0.23505521
247;32.506664;32.506664;0.23386882
248;31.882166;31.882166;0.23269877
249;31.25581;31.25581;0.2315453
250;30.628216;30.628216;0.23040873
251;30;30;0.22928932
252;29.371784;29.371784;0.22818738
253;28.74419;28.74419;0.22710314
254;28.117834;28.117834;0.2260369
255;27.493336;27.493336;0.22498891
256;26.871311;26.871311;0.22395942
257;26.252373;26.252373;0.22294869
258;25.637135;25.637135;0.22195697
259;25.026203;25.026203;0.22098452
260;24.420177;24.420177;0.22003154
261;23.81966;23.81966;0.2190983
262;23.22524;23.22524;0.21818504
263;22.637508;22.637508;0.21729195
264;22.057041;22.057041;0.21641928
265;21.484413;21.484413;0.21556722
266;20.920189;20.920189;0.21473598
267;20.364925;20.364925;0.21392581
268;19.819172;19.819172;0.21313685
269;19.283464;19.283464;0.21236935
270;18.758333;18.758333;0.21162345
271;18.244295;18.244295;0.21089935
272;17.74186;17.74186;0.21019724
273;17.25152;17.25152;0.2095173
274;16.773762;16.773762;0.20885968
275;16.309057;16.309057;0.20822453
276;15.857864;15.857864;0.20761207
277;15.420628;15.420628;0.20702237
278;14.997779;14.997779;0.2064556
279;14.589735;14.589735;0.20591193
280;14.1969;14.1969;0.20539147
281;13.81966;13.81966;0.20489436
282;13.458389;13.458389;0.20442072
283;13.113441;13.113441;0.20397064
284;12.78516;12.78516;0.20354426
285;12.473867;12.473867;0.20314169
286;12.179869;12.179869;0.20276302
287;11.90346;11.90346;0.20240834
288;11.644907;11.644907;0.20207772
289;11.40447;11.40447;0.20177129
290;11.1823845;11.1823845;0.20148908
291;10.9788685;10.9788685;0.20123118
292;10.7941265;10.7941265;0.20099765
293;10.628336;10.628336;0.20078853
294;10.481665;10.481665;0.2006039
295;10.354256;10.354256;0.2004438
296;10.246233;10.246233;0.20030828
297;10.157705;10.157705;0.20019734
298;10.08876;10.08876;0.20011103
299;10.039465;10.039465;0.20004936
300;10.009869;10.009869;0.20001236
301;10;10;0.20000002
302;10.009869;10.009869;0.20001236
303;10.039465;10.039465;0.20004936
304;10.08876;10.08876;0.20011103
305;10.157705;10.157705;0.20019734
306;10.246233;10.246233;0.20030828
307;10.354256;10.354256;0.2004438
308;10.481665;10.481665;0.2006039
309;10.628336;10.628336;0.20078853
310;10.7941265;10.7941265;0.20099765
311;10.9788685;10.9788685;0.20123118
312;11.1823845;11.1823845;0.20148908
313;11.40447;11.40447;0.20177129
314;11.644907;11.644907;0.20207772
315;11.90346;11.90346;0.20240834
316;12.179869;12.179869;0.20276302
317;12.473867;12.473867;0.20314169
318;12.78516;12.78516;0.20354426
319;13.113441;13.113441;0.20397064
320;13.458389;13.458389;0.20442072
321;13.81966;13.81966;0.20489436
322;14.1969;14.1969;0.20539147
323;14.589735;14.589735;0.20591193
324;14.997779;14.997779;0.2064556
325;15.420628;15.420628;0.20702237
326;15.857864;15.857864;0.20761207
327;16.309057;16.309057;0.20822453
328;16.773762;16.773762;0.20885968
329;17.25152;17.25152;0.2095173
330;17.74186;17.74186;0.21019724
331;18.244295;18.244295;0.21089935
332;18.758333;18.758333;0.21162345
333;19.283464;19.283464;0.21236935
334;19.819172;19.819172;0.21313685
335;20.364925;20.364925;0.21392581
336;20.920189;20.920189;0.21473598
337;21.484413;21.484413;0.21556722
338;22.057041;22.057041;0.21641928
339;22.637508;22.637508;0.21729195
340;23.22524;23.22524;0.21818504
341;23.81966;23.81966;0.2190983
342;24.420177;24.420177;0.22003154
343;25.026203;25.026203;0.22098452
344;25.637135;25.637135;0.22195697
345;26.252373;26.252373;0.22294869
346;26.871311;26.871311;0.22395942
347;27.493336;27.493336;0.22498891
348;28.117834;28.117834;0.2260369
349;28.74419;28.74419;0.22710314
350;29.371784;29.371784;0.22818738
351;30;30;0.22928932
352;30.628216;30.628216;0.23040873
353;31.25581;31.25581;0.2315453
354;31.882166;31.882166;0.23269877
355;32.506664;32.506664;0.23386882
356;33.12869;33.12869;0.23505521
357;33.747627;33.747627;0.23625761
358;34.362865;34.362865;0.23747575
359;34.973797;34.973797;0.2387093
360;35.579823;35.579823;0.23995799
361;36.18034;36.18034;0.24122149
362;36.774757;36.774757;0.24249949
363;37.36249;37.36249;0.24379167
364;37.94296;37.94296;0.24509773
365;38.515587;38.515587;0.24641733
366;39.07981;39.07981;0.24775016
367;39.635075;39.635075;0.24909587
368;40.18083;40.18083;0.25045416
369;40.716537;40.716537;0.25182465
370;41.24167;41.24167;0.25320703
371;41.755707;41.755707;0.25460097
372;42.25814;42.25814;0.2560061
373;42.74848;42.74848;0.2574221
374;43.22624;43.22624;0.25884858
375;43.69094;43.69094;0.26028523
376;44.142136;44.142136;0.26173168
377;44.579372;44.579372;0.26318756
378;45.00222;45.00222;0.26465252
379;45.410263;45.410263;0.26612622
380;45.8031;45.8031;0.26760828
381;46.18034;46.18034;0.2690983
382;46.54161;46.54161;0.27059597
383;46.88656;46.88656;0.2721009
384;47.21484;47.21484;0.2736127
385;47.52613;47.52613;0.27513102
386;47.82013;47.82013;0.27665547
387;48.096542;48.096542;0.2781857
388;48.355095;48.355095;0.2797213
389;48.595528;48.595528;0.2812619
390;48.817616;48.817616;0.2828071
391;49.021133;49.021133;0.28435656
392;49.20587;49.20587;0.2859099
393;49.371666;49.371666;0.28746668
394;49.518333;49.518333;0.2890266
395;49.645744;49.645744;0.29058918
396;49.75377;49.75377;0.2921541
397;49.842293;49.842293;0.29372096
398;49.91124;49.91124;0.29528937
399;49.960533;49.960533;0.29685894
400;49.99013;49.99013;0.29842928
