Id;CPU;Memory;Availability
227;44.579372;44.579372;0.26028523
228;45.00222;45.00222;0.25884858
229;45.410263;45.410263;0.2574221
230;45.8031;45.8031;0.2560061
231;46.18034;46.18034;0.25460097
232;46.54161;46.54161;0.25320703
233;46.88656;46.88656;0.25182465
234;47.21484;47.21484;0.25045416
235;47.52613;47.52613;0.24909587
236;47.82013;47.82013;0.24775016
237;48.096542;48.096542;0.24641733
238;48.355095;48.355095;0.24509773
239;48.595528;48.595528;0.24379167
240;48.817616;48.817616;0.24249949
241;49.021133;49.021133;0.24122149
242;49.20587;49.20587;0.23995799
243;49.371666;49.371666;0.2387093
244;49.518333;49.518333;0.23747575
245;49.645744;49.645744;0.23625761
246;49.75377;49.75377;0.23505521
247;49.842293;49.842293;0.23386882
248;49.91124;49.91124;0.23269877
249;49.960533;49.960533;0.2315453
250;49.99013;49.99013;0.23040873
251;50;50;0.22928932
252;49.99013;49.99013;0.22818738
253;49.960533;49.960533;0.22710314
254;49.91124;49.91124;0.2260369
255;49.842293;49.842293;0.22498891
256;49.75377;49.75377;0.22395942
257;49.645744;49.645744;0.22294869
258;49.518333;49.518333;0.22195697
259;49.371666;49.371666;0.22098452
260;49.20587;49.20587;0.22003154
261;49.021133;49.021133;0.2190983
262;48.817616;48.817616;0.21818504
263;48.595528;48.595528;0.21729195
264;48.355095;48.355095;0.21641928
265;48.096542;48.096542;0.21556722
266;47.82013;47.82013;0.21473598
267;47.52613;47.52613;0.21392581
268;47.21484;47.21484;0.21313685
269;46.88656;46.88656;0.21236935
270;46.54161;46.54161;0.21162345
271;46.18034;46.18034;0.21089935
272;45.8031;45.8031;0.21019724
273;45.410263;45.410263;0.2095173
274;45.00222;45.00222;0.20885968
275;44.579372;44.579372;0.20822453
276;44.142136;44.142136;0.20761207
277;43.69094;43.69094;0.20702237
278;43.22624;43.22624;0.2064556
279;42.74848;42.74848;0.20591193
280;42.25814;42.25814;0.20539147
281;41.755707;41.755707;0.20489436
282;41.24167;41.24167;0.20442072
283;40.716537;40.716537;0.20397064
284;40.18083;40.18083;0.20354426
285;39.635075;39.635075;0.20314169
286;39.07981;39.07981;0.20276302
287;38.515587;38.515587;0.20240834
288;37.94296;37.94296;0.20207772
289;37.36249;37.36249;0.20177129
290;36.774757;36.774757;0.20148908
291;36.18034;36.18034;0.20123118
292;35.579823;35.579823;0.20099765
293;34.973797;34.973797;0.20078853
294;34.362865;34.362865;0.2006039
295;33.747627;33.747627;0.2004438
296;33.12869;33.12869;0.20030828
297;32.506664;32.506664;0.20019734
298;31.882166;31.882166;0.20011103
299;31.25581;31.25581;0.20004936
300;30.628216;30.628216;0.20001236
301;30;30;0.20000002
302;29.371784;29.371784;0.20001236
303;28.74419;28.74419;0.20004936
304;28.117834;28.117834;0.20011103
305;27.493336;27.493336;0.20019734
306;26.871311;26.871311;0.20030828
307;26.252373;26.252373;0.2004438
308;25.637135;25.637135;0.2006039
309;25.026203;25.026203;0.20078853
310;24.420177;24.420177;0.20099765
311;23.81966;23.81966;0.20123118
312;23.22524;23.22524;0.20148908
313;22.637508;22.637508;0.20177129
314;22.057041;22.057041;0.20207772
315;21.484413;21.484413;0.20240834
316;20.920189;20.920189;0.20276302
317;20.364925;20.364925;0.20314169
318;19.819172;19.819172;0.20354426
319;19.283464;19.283464;0.20397064
320;18.758333;18.758333;0.20442072
321;18.244295;18.244295;0.20489436
322;17.74186;17.74186;0.20539147
323;17.25152;17.25152;0.20591193
324;16.773762;16.773762;0.2064556
325;16.309057;16.309057;0.20702237
326;15.857864;15.857864;0.20761207
327;15.420628;15.420628;0.20822453
328;14.997779;14.997779;0.20885968
329;14.589735;14.589735;0.2095173
330;14.1969;14.1969;0.21019724
331;13.81966;13.81966;0.21089935
332;13.458389;13.458389;0.21162345
333;13.113441;13.113441;0.21236935
334;12.78516;12.78516;0.21313685
335;12.473867;12.473867;0.21392581
336;12.179869;12.179869;0.21473598
337;11.90346;11.90346;0.21556722
338;11.644907;11.644907;0.21641928
339;11.40447;11.40447;0.21729195
340;11.1823845;11.1823845;0.21818504
341;10.9788685;10.9788685;0.2190983
342;10.7941265;10.7941265;0.22003154
343;10.628336;10.628336;0.22098452
344;10.481665;10.481665;0.22195697
345;10.354256;10.354256;0.22294869
346;10.246233;10.246233;0.22395942
347;10.157705;10.157705;0.22498891
348;10.08876;10.08876;0.2260369
349;10.039465;10.039465;0.22710314
350;10.009869;10.009869;0.22818738
351;10;10;0.22928932
352;10.009869;10.009869;0.23040873
353;10.039465;10.039465;0.2315453
354;10.08876;10.08876;0.23269877
355;10.157705;10.157705;0.23386882
356;10.246233;10.246233;0.23505521
357;10.354256;10.354256;0.23625761
358;10.481665;10.481665;0.23747575
359;10.628336;10.628336;0.2387093
360;10.7941265;10.7941265;0.23995799
361;10.9788685;10.9788685;0.24122149
362;11.1823845;11.1823845;0.24249949
363;11.40447;11.40447;0.24379167
364;11.644907;11.644907;0.24509773
365;11.90346;11.90346;0.24641733
366;12.179869;12.179869;0.24775016
367;12.473867;12.473867;0.24909587
368;12.78516;12.78516;0.25045416
369;13.113441;13.113441;0.25182465
370;13.458389;13.458389;0.25320703
371;13.81966;13.81966;0.25460097
372;14.1969;14.1969;0.2560061
373;14.589735;14.589735;0.2574221
374;14.997779;14.997779;0.25884858
375;15.420628;15.420628;0.26028523
376;15.857864;15.857864;0.26173168
377;16.309057;16.309057;0.26318756
378;16.773762;16.773762;0.26465252
379;17.25152;17.25152;0.26612622
380;17.74186;17.74186;0.26760828
381;18.244295;18.244295;0.2690983
382;18.758333;18.758333;0.27059597
383;19.283464;19.283464;0.2721009
384;19.819172;19.819172;0.2736127
385;20.364925;20.364925;0.27513102
386;20.920189;20.920189;0.27665547
387;21.484413;21.484413;0.2781857
388;22.057041;22.057041;0.2797213
389;22.637508;22.637508;0.2812619
390;23.22524;23.22524;0.2828071
391;23.81966;23.81966;0.28435656
392;24.420177;24.420177;0.2859099
393;25.026203;25.026203;0.28746668
394;25.637135;25.637135;0.2890266
395;26.252373;26.252373;0.29058918
396;26.871311;26.871311;0.2921541
397;27.493336;27.493336;0.29372096
398;28.117834;28.117834;0.29528937
399;28.74419;28.74419;0.29685894
400;29.371784;29.371784;0.29842928
