Id;CPU;Memory;Availability
136;620.528;620.528;0.8
137;618.8656;618.8656;0.8
138;617.1615;617.1615;0.8
139;615.41614;615.41614;0.8
140;613.62994;613.62994;0.8
141;611.8034;611.8034;0.8
142;609.93695;609.93695;0.8
143;608.031;608.031;0.8
144;606.08606;606.08606;0.8
145;604.10266;604.10266;0.8
146;602.0812;602.0812;0.8
147;600.0222;600.0222;0.8
148;597.9262;597.9262;0.8
149;595.7937;595.7937;0.8
150;593.62524;593.62524;0.8
151;591.4214;591.4214;0.8
152;589.18256;589.18256;0.8
153;586.9094;586.9094;0.8
154;584.6025;584.6025;0.8
155;582.2624;582.2624;0.8
156;579.8896;579.8896;0.8
157;577.4848;577.4848;0.8
158;575.0485;575.0485;0.8
159;572.5814;572.5814;0.8
160;570.08405;570.08405;0.8
161;567.55707;567.55707;0.8
162;565.00104;565.00104;0.8
163;562.4167;562.4167;0.8
164;559.80457;559.80457;0.8
165;557.16534;557.16534;0.8
166;554.4997;554.4997;0.8
167;551.8083;551.8083;0.8
168;549.09174;549.09174;0.8
169;546.3507;546.3507;0.8
170;543.58594;543.58594;0.8
171;540.7981;540.7981;0.8
172;537.98785;537.98785;0.8
173;535.1559;535.1559;0.8
174;532.30286;532.30286;0.8
175;529.42957;529.42957;0.8
176;526.5367;526.5367;0.8
177;523.6249;523.6249;0.8
178;520.69495;520.69495;0.8
179;517.74756;517.74756;0.8
180;514.7835;514.7835;0.8
181;511.8034;511.8034;0.8
182;508.80807;508.80807;0.8
183;505.79822;505.79822;0.8
184;502.7746;502.7746;0.8
185;499.73798;499.73798;0.8
186;496.6891;496.6891;0.8
187;493.62866;493.62866;0.8
188;490.55746;490.55746;0.8
189;487.47626;487.47626;0.8
190;484.38583;484.38583;0.8
191;481.2869;481.2869;0.8
192;478.18024;478.18024;0.8
193;475.06665;475.06665;0.8
194;471.94687;471.94687;0.8
195;468.82166;468.82166;0.8
196;465.69183;465.69183;0.8
197;462.5581;462.5581;0.8
198;459.4213;459.4213;0.8
199;456.28217;456.28217;0.8
200;453.14145;453.14145;0.8
201;450;450;0.8
202;446.85855;446.85855;0.8
203;443.71783;443.71783;0.8
204;440.5787;440.5787;0.8
205;437.4419;437.4419;0.8
206;434.30817;434.30817;0.8
207;431.17834;431.17834;0.8
208;428.05313;428.05313;0.8
209;424.93335;424.93335;0.8
210;421.81976;421.81976;0.8
211;418.7131;418.7131;0.8
212;415.61417;415.61417;0.8
213;412.52374;412.52374;0.8
214;409.44254;409.44254;0.8
215;406.37134;406.37134;0.8
216;403.3109;403.3109;0.8
217;400.26202;400.26202;0.8
218;397.2254;397.2254;0.8
219;394.20178;394.20178;0.8
220;391.19193;391.19193;0.8
221;388.1966;388.1966;0.8
222;385.21652;385.21652;0.8
223;382.2524;382.2524;0.8
224;379.30502;379.30502;0.8
225;376.3751;376.3751;0.8
226;373.46332;373.46332;0.8
227;370.57043;370.57043;0.8
228;367.69714;367.69714;0.8
229;364.84415;364.84415;0.8
230;362.01218;362.01218;0.8
231;359.2019;359.2019;0.8
232;356.41403;356.41403;0.8
233;353.64926;353.64926;0.8
234;350.90826;350.90826;0.8
235;348.1917;348.1917;0.8
236;345.5003;345.5003;0.8
237;342.83466;342.83466;0.8
238;340.19543;340.19543;0.8
239;337.5833;337.5833;0.8
240;334.99896;334.99896;0.8
241;332.44293;332.44293;0.8
242;329.91595;329.91595;0.8
243;327.41858;327.41858;0.8
244;324.95148;324.95148;0.8
245;322.5152;322.5152;0.8
246;320.1104;320.1104;0.8
247;317.7376;317.7376;0.8
248;315.39752;315.39752;0.8
249;313.09058;313.09058;0.8
250;310.81744;310.81744;0.8
251;308.57864;308.57864;0.8
252;306.37476;306.37476;0.8
253;304.20627;304.20627;0.8
254;302.0738;302.0738;0.8
255;299.97778;299.97778;0.8
256;297.91882;297.91882;0.8
257;295.89734;295.89734;0.8
258;293.9139;293.9139;0.8
259;291.969;291.969;0.8
260;290.06305;290.06305;0.8
261;288.1966;288.1966;0.8
262;286.37006;286.37006;0.8
263;284.5839;284.5839;0.8
264;282.8385;282.8385;0.8
265;281.1344;281.1344;0.8
266;279.472;279.472;0.8
267;277.8516;277.8516;0.8
268;276.27368;276.27368;0.8
269;274.73865;274.73865;0.8
270;273.2469;273.2469;0.8
271;271.7987;271.7987;0.8
272;270.39447;270.39447;0.8
273;269.0346;269.0346;0.8
274;267.71936;267.71936;0.8
275;266.44907;266.44907;0.8
276;265.22412;265.22412;0.8
277;264.0447;264.0447;0.8
278;262.9112;262.9112;0.8
279;261.82385;261.82385;0.8
280;260.78293;260.78293;0.8
281;259.7887;259.7887;0.8
282;258.8414;258.8414;0.8
283;257.94125;257.94125;0.8
284;257.0885;257.0885;0.8
285;256.2834;256.2834;0.8
286;255.52602;255.52602;0.8
287;254.81665;254.81665;0.8
288;254.15543;254.15543;0.8
289;253.54256;253.54256;0.8
290;252.97813;252.97813;0.8
291;252.46233;252.46233;0.8
292;251.99527;251.99527;0.8
293;251.57706;251.57706;0.8
294;251.20781;251.20781;0.8
295;250.8876;250.8876;0.8
296;250.61653;250.61653;0.8
297;250.39465;250.39465;0.8
298;250.22203;250.22203;0.8
299;250.0987;250.0987;0.8
300;250.02467;250.02467;0.8
301;250;250;0.8
302;250.02467;250.02467;0.8
303;250.0987;250.0987;0.8
304;250.22203;250.22203;0.8
305;250.39465;250.39465;0.8
306;250.61653;250.61653;0.8
307;250.8876;250.8876;0.8
308;251.20781;251.20781;0.8
309;251.57706;251.57706;0.8
310;251.99527;251.99527;0.8
311;252.46233;252.46233;0.8
312;252.97813;252.97813;0.8
313;253.54256;253.54256;0.8
314;254.15543;254.15543;0.8
315;254.81665;254.81665;0.8
316;255.52602;255.52602;0.8
317;256.2834;256.2834;0.8
318;257.0885;257.0885;0.8
319;257.94125;257.94125;0.8
320;258.8414;258.8414;0.8
321;259.7887;259.7887;0.8
322;260.78293;260.78293;0.8
323;261.82385;261.82385;0.8
324;262.9112;262.9112;0.8
325;264.0447;264.0447;0.8
326;265.22412;265.22412;0.8
327;266.44907;266.44907;0.8
328;267.71936;267.71936;0.8
329;269.0346;269.0346;0.8
330;270.39447;270.39447;0.8
331;271.7987;271.7987;0.8
332;273.2469;273.2469;0.8
333;274.73865;274.73865;0.8
334;276.27368;276.27368;0.8
335;277.8516;277.8516;0.8
336;279.472;279.472;0.8
337;281.1344;281.1344;0.8
338;282.8385;282.8385;0.8
339;284.5839;284.5839;0.8
340;286.37006;286.37006;0.8
341;288.1966;288.1966;0.8
342;290.06305;290.06305;0.8
343;291.969;291.969;0.8
344;293.9139;293.9139;0.8
345;295.89734;295.89734;0.8
346;297.91882;297.91882;0.8
347;299.97778;299.97778;0.8
348;302.0738;302.0738;0.8
349;304.20627;304.20627;0.8
350;306.37476;306.37476;0.8
351;308.57864;308.57864;0.8
352;310.81744;310.81744;0.8
353;313.09058;313.09058;0.8
354;315.39752;315.39752;0.8
355;317.7376;317.7376;0.8
356;320.1104;320.1104;0.8
357;322.5152;322.5152;0.8
358;324.95148;324.95148;0.8
359;327.41858;327.41858;0.8
360;329.91595;329.91595;0.8
361;332.44293;332.44293;0.8
362;334.99896;334.99896;0.8
363;337.5833;337.5833;0.8
364;340.19543;340.19543;0.8
365;342.83466;342.83466;0.8
366;345.5003;345.5003;0.8
367;348.1917;348.1917;0.8
368;350.90826;350.90826;0.8
369;353.64926;353.64926;0.8
370;356.41403;356.41403;0.8
371;359.2019;359.2019;0.8
372;362.01218;362.01218;0.8
373;364.84415;364.84415;0.8
374;367.69714;367.69714;0.8
375;370.57043;370.57043;0.8
376;373.46332;373.46332;0.8
377;376.3751;376.3751;0.8
378;379.30502;379.30502;0.8
379;382.2524;382.2524;0.8
380;385.21652;385.21652;0.8
381;388.1966;388.1966;0.8
382;391.19193;391.19193;0.8
383;394.20178;394.20178;0.8
384;397.2254;397.2254;0.8
385;400.26202;400.26202;0.8
386;403.3109;403.3109;0.8
387;406.37134;406.37134;0.8
388;409.44254;409.44254;0.8
389;412.52374;412.52374;0.8
390;415.61417;415.61417;0.8
391;418.7131;418.7131;0.8
392;421.81976;421.81976;0.8
393;424.93335;424.93335;0.8
394;428.05313;428.05313;0.8
395;431.17834;431.17834;0.8
396;434.30817;434.30817;0.8
397;437.4419;437.4419;0.8
398;440.5787;440.5787;0.8
399;443.71783;443.71783;0.8
400;446.85855;446.85855;0.8
