Id;CPU;Memory;Availability
223;20;20;0.26612622
224;20;20;0.26465252
225;20;20;0.26318756
226;20;20;0.26173168
227;20;20;0.26028523
228;20;20;0.25884858
229;20;20;0.2574221
230;20;20;0.2560061
231;20;20;0.25460097
232;20;20;0.25320703
233;20;20;0.25182465
234;20;20;0.25045416
235;20;20;0.24909587
236;20;20;0.24775016
237;20;20;0.24641733
238;20;20;0.24509773
239;20;20;0.24379167
240;20;20;0.24249949
241;20;20;0.24122149
242;20;20;0.23995799
243;20;20;0.2387093
244;20;20;0.23747575
245;20;20;0.23625761
246;20;20;0.23505521
247;20;20;0.23386882
248;20;20;0.23269877
249;20;20;0.2315453
250;20;20;0.23040873
251;20;20;0.22928932
252;20;20;0.22818738
253;20;20;0.22710314
254;20;20;0.2260369
255;20;20;0.22498891
256;20;20;0.22395942
257;20;20;0.22294869
258;20;20;0.22195697
259;20;20;0.22098452
260;20;20;0.22003154
261;20;20;0.2190983
262;20;20;0.21818504
263;20;20;0.21729195
264;20;20;0.21641928
265;20;20;0.21556722
266;20;20;0.21473598
267;20;20;0.21392581
268;20;20;0.21313685
269;20;20;0.21236935
270;20;20;0.21162345
271;20;20;0.21089935
272;20;20;0.21019724
273;20;20;0.2095173
274;20;20;0.20885968
275;20;20;0.20822453
276;20;20;0.20761207
277;20;20;0.20702237
278;20;20;0.2064556
279;20;20;0.20591193
280;20;20;0.20539147
281;20;20;0.20489436
282;20;20;0.20442072
283;20;20;0.20397064
284;20;20;0.20354426
285;20;20;0.20314169
286;20;20;0.20276302
287;20;20;0.20240834
288;20;20;0.20207772
289;20;20;0.20177129
290;20;20;0.20148908
291;20;20;0.20123118
292;20;20;0.20099765
293;20;20;0.20078853
294;20;20;0.2006039
295;20;20;0.2004438
296;20;20;0.20030828
297;20;20;0.20019734
298;20;20;0.20011103
299;20;20;0.20004936
300;20;20;0.20001236
301;20;20;0.20000002
302;20;20;0.20001236
303;20;20;0.20004936
304;20;20;0.20011103
305;20;20;0.20019734
306;20;20;0.20030828
307;20;20;0.2004438
308;20;20;0.2006039
309;20;20;0.20078853
310;20;20;0.20099765
311;20;20;0.20123118
312;20;20;0.20148908
313;20;20;0.20177129
314;20;20;0.20207772
315;20;20;0.20240834
316;20;20;0.20276302
317;20;20;0.20314169
318;20;20;0.20354426
319;20;20;0.20397064
320;20;20;0.20442072
321;20;20;0.20489436
322;20;20;0.20539147
323;20;20;0.20591193
324;20;20;0.2064556
325;20;20;0.20702237
326;20;20;0.20761207
327;20;20;0.20822453
328;20;20;0.20885968
329;20;20;0.2095173
330;20;20;0.21019724
331;20;20;0.21089935
332;20;20;0.21162345
333;20;20;0.21236935
334;20;20;0.21313685
335;20;20;0.21392581
336;20;20;0.21473598
337;20;20;0.21556722
338;20;20;0.21641928
339;20;20;0.21729195
340;20;20;0.21818504
341;20;20;0.2190983
342;20;20;0.22003154
343;20;20;0.22098452
344;20;20;0.22195697
345;20;20;0.22294869
346;20;20;0.22395942
347;20;20;0.22498891
348;20;20;0.2260369
349;20;20;0.22710314
350;20;20;0.22818738
351;20;20;0.22928932
352;20;20;0.23040873
353;20;20;0.2315453
354;20;20;0.23269877
355;20;20;0.23386882
356;20;20;0.23505521
357;20;20;0.23625761
358;20;20;0.23747575
359;20;20;0.2387093
360;20;20;0.23995799
361;20;20;0.24122149
362;20;20;0.24249949
363;20;20;0.24379167
364;20;20;0.24509773
365;20;20;0.24641733
366;20;20;0.24775016
367;20;20;0.24909587
368;20;20;0.25045416
369;20;20;0.25182465
370;20;20;0.25320703
371;20;20;0.25460097
372;20;20;0.2560061
373;20;20;0.2574221
374;20;20;0.25884858
375;20;20;0.26028523
376;20;20;0.26173168
377;20;20;0.26318756
378;20;20;0.26465252
379;20;20;0.26612622
380;20;20;0.26760828
381;20;20;0.2690983
382;20;20;0.27059597
383;20;20;0.2721009
384;20;20;0.2736127
385;20;20;0.27513102
386;20;20;0.27665547
387;20;20;0.2781857
388;20;20;0.2797213
389;20;20;0.2812619
390;20;20;0.2828071
391;20;20;0.28435656
392;20;20;0.2859099
393;20;20;0.28746668
394;20;20;0.2890266
395;20;20;0.29058918
396;20;20;0.2921541
397;20;20;0.29372096
398;20;20;0.29528937
399;20;20;0.29685894
400;20;20;0.29842928
